Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,TotalIncome_log
1,1,0,0,0,300.0,1.0,2,1,4.564348191467836,8.707317560273212
1,0,0,0,1,360.0,1.0,0,1,4.955827057601261,8.828054536815424
1,0,0,1,0,360.0,1.0,0,0,4.897839799950911,8.735042754269337
1,0,0,0,0,480.0,1.0,1,0,4.574710978503383,7.824445930877619
1,0,0,0,0,360.0,0.0,0,0,4.8283137373023015,8.54188580400661
1,1,1,0,0,360.0,1.0,1,1,5.170483995038151,8.752423403865594
1,1,0,0,0,360.0,1.0,0,0,6.3473892096560105,10.126511096649761
0,0,0,0,1,360.0,1.0,1,1,4.02535169073515,9.66523036341187
1,1,2,0,0,360.0,1.0,1,1,5.049856007249537,8.55371796609861
1,1,2,0,1,300.0,1.0,0,1,5.942799375126701,9.752490228984199
1,0,1,0,0,180.0,0.0,2,0,4.718498871295094,8.527143522269405
0,0,0,0,0,360.0,1.0,2,1,4.709530201312334,8.348537825386098
1,1,0,0,0,180.0,1.0,2,1,4.795790545596741,8.655388690167637
1,1,3,0,0,360.0,1.0,0,1,4.875197323201151,9.52857589747142
1,1,0,0,0,360.0,1.0,1,1,4.875197323201151,8.368925174747135
1,0,0,0,0,480.0,1.0,2,0,4.276666119016055,8.029432840581244
1,1,2,0,0,360.0,1.0,2,1,4.875197323201151,8.592671652592143
1,1,0,0,0,360.0,1.0,1,1,4.859812404361672,8.671458150427666
1,0,0,0,0,360.0,1.0,1,1,5.6937321388027,9.22759072538271
0,0,0,0,0,360.0,1.0,2,1,5.056245805348308,8.699681400989514
1,0,0,0,1,360.0,1.0,2,1,4.859812404361672,8.877381954654766
1,1,2,0,0,360.0,1.0,2,0,4.61512051684126,8.426611813185
1,0,1,0,0,180.0,1.0,2,1,4.736198448394496,8.207401833376355
1,0,0,1,0,360.0,1.0,1,1,4.890349128221754,8.280711075662847
1,1,0,1,0,360.0,0.0,2,0,4.859812404361672,8.72371943690701
1,1,0,0,0,360.0,1.0,2,1,4.919980925828125,8.46611040118692
1,1,0,0,0,360.0,1.0,0,1,4.836281906951478,8.610501368549889
1,0,3,0,0,360.0,1.0,0,1,5.225746673713202,9.12347443895452
1,1,3,0,0,360.0,1.0,0,1,5.62040086571715,9.15957325492253
1,1,0,0,0,360.0,1.0,2,1,4.795790545596741,8.455104999102815
1,1,2,1,0,180.0,1.0,1,1,4.736198448394496,8.193953023563742
1,1,2,0,0,360.0,1.0,2,1,4.736198448394496,8.412054873292933
1,1,2,0,0,360.0,1.0,1,1,4.912654885736052,8.232440158470336
0,0,0,0,0,360.0,0.0,2,0,4.276666119016055,8.064950891749143
1,1,0,0,0,360.0,1.0,2,1,4.564348191467836,8.41027590907016
1,0,0,1,0,360.0,1.0,0,1,4.700480365792417,8.624970783589669
0,0,0,0,0,360.0,0.0,1,0,4.6443908991413725,8.101980731853192
1,1,2,1,0,180.0,0.0,2,0,3.828641396489095,7.969011781106478
1,0,0,1,0,300.0,1.0,0,0,4.189654742026425,7.9215356321335495
1,0,0,0,0,360.0,1.0,1,1,4.6443908991413725,10.021315031649332
0,0,0,1,0,360.0,1.0,1,1,3.9889840465642745,7.582738488914411
0,0,0,0,1,360.0,1.0,0,0,5.272999558563747,8.914894908906568
0,0,0,0,0,360.0,1.0,1,1,4.7535901911063645,8.422442854870427
1,1,0,1,0,360.0,1.0,2,1,4.7535901911063645,8.426830751335846
0,0,0,1,0,360.0,1.0,0,1,4.204692619390966,7.7025561132685825
1,1,1,0,0,300.0,0.0,1,0,5.030437921392435,9.024131268455035
1,1,3,0,0,360.0,0.0,0,0,5.8888779583328805,11.302216779257382
0,0,1,1,1,360.0,1.0,1,0,4.143134726391533,8.260492856573185
1,1,0,0,0,360.0,1.0,2,1,5.081404364984463,8.741456115998364
1,1,0,1,0,360.0,0.0,0,0,5.389071729816501,8.715552125907816
1,1,0,1,0,360.0,1.0,0,1,4.709530201312334,8.363342466597977
0,1,0,1,0,360.0,0.0,1,0,5.187385805840755,8.591743922680534
0,0,0,0,0,360.0,1.0,2,1,4.110873864173311,8.005033344637111
0,0,1,0,0,360.0,1.0,2,0,5.081404364984463,7.8636512654486515
1,1,2,0,1,360.0,1.0,2,0,5.480638923341991,9.980494888896912
1,1,0,0,0,360.0,1.0,0,1,4.727387818712341,8.242493153187626
1,1,0,0,0,360.0,1.0,1,1,4.9344739331306915,8.447628728030327
1,1,0,0,0,360.0,1.0,0,1,4.9344739331306915,8.670772279344538
0,0,0,1,0,360.0,0.0,2,0,4.394449154672439,7.908754738783246
1,1,0,0,0,360.0,1.0,2,1,4.61512051684126,8.17188200612782
1,1,1,0,0,360.0,0.0,2,0,4.709530201312334,9.095826985187422
1,1,0,0,0,360.0,1.0,1,1,4.574710978503383,9.60784051043005
1,1,0,0,0,360.0,1.0,0,1,4.804021044733257,8.848939995030118
0,0,1,1,0,360.0,1.0,0,0,4.406719247264253,8.435332164935916
1,1,2,0,0,360.0,1.0,1,1,4.897839799950911,8.688790784847216
1,1,0,0,0,360.0,1.0,0,1,4.477336814478207,7.9851847886683345
1,0,0,1,0,180.0,1.0,2,1,4.110873864173311,7.907651594711089
0,0,1,0,1,360.0,1.0,1,1,5.017279836814924,9.062420241899561
1,0,0,0,0,360.0,0.0,0,0,4.663439094112067,8.77971129020447
1,0,0,0,0,360.0,1.0,1,1,6.0063531596017325,9.463198053273784
1,1,0,0,0,360.0,1.0,1,1,4.969813299576001,8.469262657658687
1,0,0,0,0,360.0,1.0,2,1,4.61512051684126,8.229777750081887
0,1,0,0,0,240.0,1.0,1,1,4.859812404361672,9.21512888870798
1,0,0,0,0,360.0,1.0,1,1,3.9318256327243257,8.236950048061455
1,1,0,0,0,360.0,1.0,2,1,4.859812404361672,8.113426639943654
1,0,0,0,1,360.0,0.0,2,0,5.236441962829949,9.251194365984448
0,1,0,1,1,360.0,1.0,0,1,4.9344739331306915,8.873888135154973
1,0,0,0,0,360.0,1.0,1,1,5.236441962829949,9.073947747070628
1,1,0,0,0,360.0,1.0,0,1,5.198497031265826,9.1834829178063
1,0,3,1,0,360.0,1.0,1,1,5.003946305945459,8.81001204797317
1,0,1,0,0,360.0,1.0,1,1,5.030437921392435,10.537945736747394
1,1,0,0,0,300.0,1.0,0,1,5.170483995038151,9.659311868393488
1,1,1,0,1,360.0,1.0,0,1,4.875197323201151,8.450412157725886
1,1,2,1,0,360.0,1.0,0,1,4.709530201312334,8.445267451844648
1,1,0,0,0,360.0,1.0,0,0,4.02535169073515,8.500250470685925
1,1,2,0,0,360.0,0.0,0,0,5.017279836814924,8.527341522468053
1,0,1,1,1,360.0,1.0,1,0,5.25227342804663,8.369157112588834
1,1,2,1,0,360.0,0.0,0,0,4.836281906951478,8.178919332848396
1,1,2,1,0,300.0,1.0,2,1,4.110873864173311,8.13593277200489
1,1,0,0,0,360.0,0.0,0,0,5.0106352940962555,8.645058562414134
1,1,0,0,0,180.0,0.0,0,1,4.51085950651685,8.507142855562735
1,0,0,0,1,360.0,1.0,1,1,4.442651256490317,8.865876285425417
1,1,2,0,0,360.0,1.0,1,1,4.574710978503383,8.258422462458876
1,1,0,0,0,360.0,1.0,2,1,4.77912349311153,8.366835309827675
1,1,0,0,0,360.0,1.0,2,0,5.159055299214529,8.744806737401898
1,0,2,0,0,360.0,1.0,0,1,4.919980925828125,8.379079889286603
1,1,0,0,0,360.0,1.0,1,0,5.081404364984463,9.028218795184895
1,1,0,0,1,360.0,1.0,1,1,5.081404364984463,8.726967774991493
1,1,3,0,0,180.0,1.0,2,1,4.859812404361672,8.954286157204713
1,1,0,0,0,360.0,1.0,0,1,5.0369526024136295,8.557182839632397
0,0,1,1,0,360.0,1.0,1,1,4.890349128221754,8.554874258383926
1,0,0,0,0,360.0,0.0,1,0,4.59511985013459,8.334951631422454
1,0,0,0,0,360.0,1.0,0,1,4.948759890378168,8.699681400989514
1,1,3,1,0,180.0,0.0,2,0,4.2626798770413155,8.436416881388949
1,1,0,0,0,360.0,1.0,1,1,4.709530201312334,9.722744748855389
0,1,2,1,0,360.0,1.0,1,1,4.59511985013459,8.048149101665201
1,1,0,0,0,360.0,1.0,2,0,4.709530201312334,8.82246957226897
1,1,1,0,1,360.0,1.0,1,1,5.093750200806762,8.61794309451638
1,1,1,1,0,180.0,0.0,0,0,4.736198448394496,8.331827004436057
1,1,3,0,0,360.0,1.0,1,1,4.61512051684126,8.453614209773367
0,0,0,0,1,360.0,1.0,2,1,4.543294782270004,7.824445930877619
1,0,2,0,0,360.0,1.0,0,1,5.093750200806762,9.228278517107196
1,1,2,0,1,360.0,1.0,0,1,5.017279836814924,9.772239265926174
1,1,2,0,0,300.0,1.0,1,1,5.442417710521793,9.042040056544483
1,1,2,0,0,360.0,0.0,1,0,4.890349128221754,8.465057436995709
1,1,1,0,1,360.0,1.0,1,1,4.465908118654584,9.847869128773116
1,1,2,0,0,360.0,1.0,2,0,4.859812404361672,8.423102268016642
0,0,0,1,0,360.0,1.0,0,1,5.043425116919247,8.37816098272068
1,1,3,1,0,360.0,1.0,0,1,4.736198448394496,8.037866234709618
1,1,0,0,0,360.0,1.0,1,1,4.859812404361672,8.562931083090092
1,1,0,0,0,360.0,1.0,1,1,5.459585514144159,9.290444616217844
1,1,2,0,0,360.0,1.0,1,1,5.5093883366279774,9.0280988119824
1,1,1,1,0,360.0,1.0,0,1,4.882801922586371,8.388222810119277
1,0,2,0,0,360.0,0.0,0,0,4.394449154672439,8.17413934342947
1,1,1,0,0,360.0,1.0,2,0,6.2166061010848646,9.816512538521721
1,1,2,0,1,360.0,1.0,1,1,5.081404364984463,8.80492526261806
1,0,0,0,0,360.0,1.0,2,0,4.330733340286331,7.798112628829788
1,0,0,1,0,360.0,1.0,1,1,4.574710978503383,8.609772372709331
1,1,1,1,0,360.0,1.0,2,1,5.231108616854587,8.774158291205957
1,0,0,1,0,360.0,1.0,0,1,4.709530201312334,8.213923595622743
0,0,0,1,1,360.0,1.0,1,1,5.420534999272286,9.756378687497916
1,1,0,0,0,360.0,0.0,0,0,4.787491742782046,8.657824321155983
0,1,1,0,0,84.0,1.0,1,1,4.663439094112067,8.352318548226004
1,1,0,1,0,360.0,1.0,0,1,4.68213122712422,8.366602832783736
1,1,0,0,0,12.0,1.0,2,1,4.718498871295094,8.920389060080359
1,1,1,0,1,360.0,1.0,1,1,4.564348191467836,7.971085753505607
1,0,0,0,0,360.0,0.0,0,0,5.3471075307174685,9.277999020449997
0,0,0,0,0,480.0,1.0,0,1,4.736198448394496,8.37309184744198
0,0,0,0,0,360.0,1.0,1,1,4.61512051684126,8.058327306580958
1,1,2,0,0,360.0,1.0,1,1,5.342334251964811,9.258177701390343
1,1,1,1,0,360.0,1.0,0,0,4.9344739331306915,9.143452426434552
1,1,0,1,0,300.0,1.0,1,1,4.8283137373023015,8.575084669832014
1,1,2,0,0,360.0,1.0,0,1,5.497168225293202,8.978029932837156
1,1,0,0,0,360.0,1.0,2,1,6.175867270105761,10.221977646629885
1,0,0,0,0,360.0,1.0,2,0,4.574710978503383,8.18423477409482
1,1,0,0,1,360.0,1.0,2,1,5.241747015059643,8.61122983334262
0,0,1,0,0,360.0,1.0,2,1,3.713572066704308,9.492733482494353
1,0,0,1,0,360.0,1.0,0,0,4.61512051684126,8.494129251817686
1,1,1,0,0,360.0,1.0,1,1,5.5254529391317835,8.995908761263994
1,1,2,0,0,360.0,1.0,2,1,5.003946305945459,8.579040594742317
1,1,0,0,0,180.0,1.0,1,0,4.2626798770413155,9.082166033252674
1,0,0,0,0,360.0,1.0,0,0,5.7430031878094825,9.157150543462064
1,1,3,0,0,360.0,1.0,0,1,5.017279836814924,8.838551790227402
0,1,2,0,0,480.0,1.0,1,1,4.736198448394496,8.20631072579402
1,1,0,1,0,360.0,0.0,1,0,4.820281565605037,8.491875383431948
1,0,0,0,0,360.0,1.0,1,0,5.225746673713202,8.794673401383422
0,0,0,1,0,360.0,1.0,0,0,4.564348191467836,8.131824785007195
1,1,2,1,0,360.0,1.0,1,1,3.828641396489095,8.277666160851503
1,0,0,0,0,360.0,1.0,1,1,4.02535169073515,7.824445930877619
1,1,3,0,1,360.0,1.0,0,1,4.61512051684126,8.868131713503033
1,1,2,0,1,360.0,1.0,0,1,6.175867270105761,9.623442907213558
1,0,0,0,0,360.0,1.0,1,0,4.859812404361672,8.81996090128606
1,1,2,0,1,360.0,1.0,0,1,5.993961427306569,9.770013301136158
1,1,0,0,0,360.0,1.0,1,1,4.709530201312334,8.236420527265391
1,1,1,1,0,360.0,0.0,1,1,5.087596335232384,8.812248018197431
1,0,1,1,0,360.0,1.0,1,1,4.553876891600541,8.289539484624141
1,0,0,1,0,360.0,1.0,1,1,4.875197323201151,8.822322177471738
1,1,0,0,0,360.0,1.0,0,1,5.37989735354046,8.783549477153265
1,1,3,0,0,360.0,1.0,2,1,4.61512051684126,8.362175469149628
1,0,2,0,0,360.0,0.0,0,0,4.709530201312334,8.185628891147607
1,0,1,0,0,360.0,1.0,1,0,5.2832037287379885,9.328212292571072
0,0,0,1,1,360.0,1.0,2,1,4.836281906951478,9.80730699406216
1,0,0,1,0,360.0,1.0,0,1,4.844187086458591,8.432288684325794
1,1,0,0,0,360.0,1.0,2,1,5.783825182329737,9.214332393245721
1,0,2,0,0,360.0,1.0,1,1,4.68213122712422,8.193676665955241
1,1,0,1,0,360.0,1.0,0,0,4.204692619390966,8.147288258706624
1,1,3,0,0,180.0,1.0,0,1,5.062595033026967,8.766861821669803
0,1,1,0,0,180.0,1.0,1,1,4.948759890378168,8.916506080039204
0,0,0,0,0,360.0,0.0,1,0,4.605170185988092,7.668093709082406
0,0,1,0,0,360.0,1.0,1,1,4.564348191467836,8.203304026795282
1,1,1,1,0,360.0,1.0,2,1,4.859812404361672,8.46884293047519
0,1,0,1,0,360.0,1.0,1,1,4.634728988229636,8.210939733379021
1,1,0,0,0,360.0,1.0,0,1,5.049856007249537,8.459352191726387
1,0,0,1,0,36.0,1.0,1,0,4.394449154672439,8.119398589612294
1,0,0,0,0,360.0,1.0,0,1,4.983606621708336,8.368693183097793
0,0,0,0,0,360.0,0.0,1,0,4.6443908991413725,8.517393171418904
1,1,0,0,0,360.0,1.0,0,1,4.709530201312334,8.4767877767812
1,1,2,0,1,360.0,0.0,0,0,4.859812404361672,8.799963219506997
1,1,1,1,0,360.0,1.0,0,1,4.859812404361672,8.490438454107418
1,1,1,0,0,360.0,1.0,2,1,5.0689042022202315,8.792397742356906
1,1,0,1,0,360.0,0.0,2,0,5.204006687076795,8.473868066677865
1,1,0,0,0,180.0,0.0,0,0,4.890349128221754,8.969541885423252
1,1,1,0,0,360.0,1.0,1,1,3.295836866004329,8.77971129020447
0,0,0,0,0,360.0,1.0,2,1,4.442651256490317,8.36474106822456
1,1,3,0,1,360.0,1.0,1,1,5.564520407322694,9.224243277145174
1,1,0,0,0,360.0,1.0,1,1,5.093750200806762,8.788288460263619
0,1,0,0,0,360.0,1.0,1,1,5.209486152841421,8.777555453213056
1,1,2,1,0,360.0,1.0,1,1,4.6913478822291435,8.273336598504486
0,1,1,0,1,360.0,1.0,1,1,6.398594934535208,9.87740021777281
1,1,0,0,0,360.0,1.0,0,1,5.356586274672012,8.984443032465352
1,0,0,1,1,360.0,1.0,1,1,4.890349128221754,8.665785595466064
1,1,2,0,0,360.0,0.0,2,0,5.556828061699537,9.082507000466299
1,1,0,1,0,360.0,1.0,0,1,4.795790545596741,8.404696160189092
1,0,0,0,0,360.0,1.0,2,1,4.2626798770413155,8.111928063310739
1,1,3,0,0,360.0,0.0,0,0,4.820281565605037,8.682877107057168
0,0,0,0,0,360.0,1.0,2,0,2.302585092994046,7.774435510302958
1,1,0,0,0,360.0,0.0,2,0,4.653960350157523,8.562357743370612
1,1,1,0,0,360.0,1.0,2,1,5.231108616854587,8.550241045462437
1,1,0,0,0,360.0,0.0,2,0,5.111987788356544,8.789964651132264
1,1,2,0,0,360.0,1.0,2,1,5.62040086571715,9.721185995542177
1,1,2,1,0,480.0,1.0,1,0,5.236441962829949,8.955577146281511
1,1,3,0,0,360.0,1.0,1,0,5.017279836814924,8.765146421639022
1,1,2,0,0,84.0,1.0,2,1,4.6913478822291435,8.19450550976564
1,1,0,0,0,360.0,0.0,1,0,4.919980925828125,8.575084669832014
1,0,0,0,0,360.0,1.0,2,1,4.709530201312334,8.69433468816865
1,1,1,0,0,360.0,1.0,0,1,4.68213122712422,8.297792626380861
1,0,0,0,0,360.0,1.0,2,1,5.087596335232384,8.716044050161402
1,1,2,0,0,360.0,1.0,1,1,5.327876168789581,8.785845337961213
1,0,0,0,0,360.0,1.0,2,0,4.51085950651685,10.482177411118249
0,1,0,0,0,360.0,1.0,1,1,3.6109179126442243,8.06054004653864
1,1,1,0,0,360.0,1.0,0,0,4.127134385045092,7.53955882930103
1,1,1,0,0,360.0,0.0,0,0,4.990432586778736,8.45638105201948
1,1,1,0,0,84.0,1.0,0,0,5.153291594497779,8.8934354408475
1,1,0,0,0,360.0,1.0,2,1,4.653960350157523,8.24800570160062
0,0,0,1,0,360.0,1.0,1,1,4.2626798770413155,7.680637427560936
1,0,0,0,0,360.0,1.0,1,1,4.553876891600541,8.46611040118692
1,1,2,0,1,360.0,0.0,1,0,4.672828834461906,7.910957382845589
1,1,0,0,0,180.0,1.0,1,1,4.04305126783455,8.766705997750515
1,1,2,0,1,240.0,1.0,1,0,5.327876168789581,8.699681400989514
1,0,3,0,1,360.0,1.0,1,1,5.680172609017068,9.143986871426161
1,1,0,0,0,180.0,1.0,0,1,4.962844630259907,8.87626525995469
1,1,0,0,1,360.0,1.0,2,1,5.564520407322694,9.687878048875998
1,0,0,1,0,360.0,1.0,0,1,4.709530201312334,8.251663923605589
1,1,2,1,1,360.0,1.0,0,0,5.236441962829949,8.907070776182689
1,0,0,0,0,360.0,0.0,1,0,4.48863636973214,8.002359546252707
1,1,0,0,1,360.0,1.0,0,1,5.198497031265826,9.20673387638207
1,1,2,0,0,360.0,1.0,2,1,5.262690188904886,8.662331957082475
0,0,3,0,0,180.0,1.0,2,0,5.860786223465865,10.647422899928179
1,1,0,1,0,360.0,1.0,0,1,5.049856007249537,8.645938147306799
1,1,3,0,0,360.0,1.0,2,1,4.859812404361672,8.648922962094131
1,0,0,0,0,360.0,1.0,0,1,5.153291594497779,8.984443032465352
0,1,1,0,0,360.0,1.0,1,1,6.208590026096629,9.392745258631441
1,1,0,1,0,180.0,1.0,2,0,4.859812404361672,8.732465848349879
1,1,1,0,0,360.0,1.0,1,1,5.159055299214529,8.682877107057168
1,1,2,1,0,360.0,1.0,0,1,5.062595033026967,8.593969030218288
1,1,0,0,0,360.0,1.0,0,1,4.6913478822291435,8.553139318189707
0,0,0,0,0,360.0,1.0,0,1,4.276666119016055,7.972810784121404
1,1,3,0,0,180.0,1.0,0,1,3.713572066704308,8.320448113956559
1,1,1,0,0,360.0,1.0,2,1,5.537334267018537,9.025575833531088
1,1,2,0,0,360.0,1.0,2,1,5.236441962829949,8.933796043934858
0,0,0,0,1,360.0,0.0,1,0,4.897839799950911,8.430327258394575
